last_review,number_of_reviews,room_type,host_host_id,bed_type,price,host_host_id.1,property_type,address_country,host_host_is_superhost,host_host_total_listings_count,address_market,availability_availability_30,availability_availability_60,availability_availability_90,availability_availability_365,review_year,review_month,review_day
2019-02-22,1,Private room,7081955,Real Bed,80,7081955,Apartment,Australia,False,2,Sydney,28,58,88,179,2019,02,22
2019-02-27,95,Private room,1699469,Real Bed,80,1699469,House,United States,True,1,New York,3,33,63,338,2019,02,27
2019-02-18,135,Entire home/apt,5810978,Real Bed,127,5810978,Apartment,United States,False,1,New York,0,1,1,11,2019,02,18
2019-02-12,32,Entire home/apt,17595373,Real Bed,401,17595373,Chalet,Turkey,False,1,Istanbul,28,58,88,363,2019,02,12
2019-01-19,1,Private room,182062329,Real Bed,50,182062329,Apartment,Spain,True,1,Barcelona,13,27,27,27,2019,01,19
2015-06-15,2,Private room,16067856,Real Bed,50,16067856,House,Canada,False,2,Montreal,23,53,83,358,2015,06,15
2019-03-08,1,Entire home/apt,74187021,Real Bed,299,74187021,Townhouse,Canada,True,4,Montreal,7,33,60,150,2019,03,08
2019-03-04,115,Entire home/apt,7324234,Real Bed,165,7324234,Guesthouse,United States,False,5,New York,27,57,87,362,2019,03,04
2018-11-09,1,Entire home/apt,20310699,Real Bed,450,20310699,Cottage,Portugal,False,7,Porto,26,56,86,359,2018,11,09
2015-10-24,44,Entire home/apt,18114462,Real Bed,70,18114462,Apartment,Canada,False,1,Montreal,0,0,0,161,2015,10,24
2014-11-09,2,Entire home/apt,17550546,Real Bed,180,17550546,Apartment,United States,False,1,New York,30,60,90,365,2014,11,09
2016-08-21,35,Entire home/apt,13583233,Real Bed,119,13583233,Apartment,Brazil,False,1,Rio De Janeiro,0,0,0,0,2016,08,21
2019-03-04,4,Private room,118660083,Real Bed,55,118660083,Apartment,Spain,False,2,Barcelona,15,28,47,106,2019,03,04
2016-07-08,1,Entire home/apt,16092144,Real Bed,138,16092144,Apartment,Brazil,False,1,Rio De Janeiro,0,0,0,0,2016,07,08
2019-03-04,6,Private room,238660455,Real Bed,25,238660455,Apartment,Spain,False,1,Barcelona,1,17,40,131,2019,03,04
2019-03-09,8,Entire home/apt,238269568,Real Bed,879,238269568,Apartment,Hong Kong,False,4,Hong Kong,11,30,60,150,2019,03,09
2019-01-30,1,Entire home/apt,5729069,Real Bed,600,5729069,Apartment,Spain,False,28,Barcelona,30,60,84,356,2019,01,30
2019-02-24,1,Private room,168079683,Real Bed,581,168079683,House,Hong Kong,False,9,Hong Kong,19,45,68,158,2019,02,24
2019-02-23,2,Entire home/apt,240783062,Real Bed,502,240783062,Apartment,Hong Kong,False,1,Hong Kong,6,6,18,76,2019,02,23
2018-03-20,14,Private room,2042864,Real Bed,125,2042864,Loft,United States,False,1,New York,10,10,10,10,2018,03,20
2016-01-03,25,Private room,17069461,Real Bed,274,17069461,Apartment,Turkey,False,2,Istanbul,0,0,0,0,2016,01,03
2019-01-24,2,Private room,236062384,Real Bed,56,236062384,Casa particular (Cuba),Brazil,False,1,Rio De Janeiro,18,48,78,353,2019,01,24
2019-02-25,533,Entire home/apt,21105755,Real Bed,124,21105755,Condominium,United States,True,1,New York,3,6,23,260,2019,02,25
2019-03-02,1,Entire home/apt,113625018,Real Bed,353,113625018,Apartment,Hong Kong,False,1,Hong Kong,12,12,12,51,2019,03,02
2018-11-27,3,Entire home/apt,12844936,Real Bed,798,12844936,Apartment,Brazil,False,1,Rio De Janeiro,15,45,75,350,2018,11,27
2014-10-21,1,Entire home/apt,16841652,Real Bed,2378,16841652,Bed and breakfast,Turkey,False,1,Istanbul,30,60,90,365,2014,10,21
2019-01-20,55,Entire home/apt,1712679,Real Bed,209,1712679,Apartment,Brazil,False,2,Rio De Janeiro,0,6,36,311,2019,01,20
2019-01-10,103,Entire home/apt,17457654,Real Bed,70,17457654,Apartment,Portugal,True,2,Porto,14,44,68,328,2019,01,10
2019-01-19,15,Private room,1771300,Real Bed,168,1771300,Guest suite,Brazil,False,26,Rio De Janeiro,8,38,68,339,2019,01,19
2018-10-20,4,Entire home/apt,17613677,Real Bed,95,17613677,Apartment,Turkey,False,1,Istanbul,23,53,83,195,2018,10,20
2019-02-15,47,Entire home/apt,17709337,Real Bed,295,17709337,Apartment,Turkey,True,5,Istanbul,13,27,47,322,2019,02,15
2015-08-04,2,Entire home/apt,5410864,Real Bed,85,5410864,Apartment,Canada,False,1,Montreal,0,0,0,0,2015,08,04
2016-01-05,1,Entire home/apt,14707270,Real Bed,350,14707270,Apartment,United States,False,1,New York,0,0,0,0,2016,01,05
2019-02-12,210,Private room,21680966,Real Bed,28,21680966,Apartment,Portugal,False,9,Porto,1,3,3,110,2019,02,12
2019-01-05,210,Private room,17169449,Real Bed,55,17169449,Apartment,United States,True,5,New York,8,8,8,8,2019,01,05
2018-11-30,48,Private room,1423797,Real Bed,69,1423797,House,United States,False,13,New York,12,16,30,266,2018,11,30
2017-08-16,16,Entire home/apt,639409,Real Bed,75,639409,Apartment,Canada,False,2,Montreal,21,21,21,21,2017,08,16
2019-02-18,270,Entire home/apt,6166581,Real Bed,120,6166581,Apartment,Spain,False,5,Barcelona,4,8,17,266,2019,02,18
2019-03-03,63,Entire home/apt,20484008,Real Bed,160,20484008,Apartment,United States,False,2,New York,6,9,9,9,2019,03,03
2014-10-17,2,Entire home/apt,2125106,Real Bed,89,2125106,Apartment,Spain,False,1,Barcelona,16,31,61,117,2014,10,17
2019-03-03,114,Entire home/apt,21146016,Real Bed,181,21146016,House,Australia,True,1,Sydney,12,25,49,313,2019,03,03
2016-07-28,8,Private room,19541851,Couch,65,19541851,Apartment,Australia,False,1,Sydney,0,0,0,0,2016,07,28
2019-01-15,87,Private room,21614111,Real Bed,70,21614111,Apartment,Australia,True,1,Sydney,0,21,42,254,2019,01,15
2018-09-26,61,Entire home/apt,2016951,Real Bed,150,2016951,House,Portugal,False,1,Porto,30,60,90,319,2018,09,26
2019-03-03,133,Entire home/apt,2037149,Real Bed,149,2037149,Apartment,United States,True,1,New York,7,9,9,184,2019,03,03
2019-03-03,103,Private room,1809119,Real Bed,57,1809119,Apartment,Spain,False,2,Barcelona,5,16,27,65,2019,03,03
2018-09-04,9,Entire home/apt,20543178,Real Bed,210,20543178,House,United States,True,2,New York,0,0,7,185,2018,09,04
2019-02-10,93,Entire home/apt,20604091,Real Bed,150,20604091,Apartment,United States,True,1,New York,25,31,34,298,2019,02,10
2019-01-02,8,Entire home/apt,4739592,Real Bed,211,4739592,House,Turkey,False,2,Istanbul,30,60,90,365,2019,01,02
2019-01-22,1,Entire home/apt,231425628,Real Bed,101,231425628,Apartment,Brazil,False,1,Rio De Janeiro,0,0,0,191,2019,01,22
2015-11-14,15,Private room,1375696,Real Bed,1005,1375696,Apartment,Hong Kong,False,18,Hong Kong,9,20,50,50,2015,11,14
2019-01-28,23,Entire home/apt,7578952,Real Bed,108,7578952,Apartment,Brazil,True,1,Rio De Janeiro,24,54,84,174,2019,01,28
2019-03-07,9,Private room,150795362,Real Bed,50,150795362,Apartment,Spain,True,20,Barcelona,13,30,60,208,2019,03,07
2017-09-02,10,Private room,15052431,Real Bed,16,15052431,Guesthouse,Spain,False,6,Barcelona,30,60,90,365,2017,09,02
2019-01-26,4,Entire home/apt,4733924,Real Bed,443,4733924,Serviced apartment,Turkey,False,6,Istanbul,26,39,58,333,2019,01,26
2016-07-14,8,Entire home/apt,147330,Real Bed,237,147330,Apartment,Turkey,False,2,Istanbul,22,52,82,357,2016,07,14
2019-02-16,74,Entire home/apt,17709337,Real Bed,475,17709337,Apartment,Turkey,True,5,Istanbul,5,17,30,262,2019,02,16
2015-02-04,2,Private room,19070455,Real Bed,90,19070455,Apartment,Australia,False,1,Sydney,0,0,0,0,2015,02,04
2019-03-05,1,Entire home/apt,2346691,Real Bed,39,2346691,Apartment,Spain,False,10,Barcelona,4,7,14,244,2019,03,05
2019-02-11,1,Private room,240610820,Real Bed,35,240610820,Apartment,Canada,False,1,Montreal,9,31,39,39,2019,02,11
2019-03-01,1,Entire home/apt,86278272,Real Bed,120,86278272,Apartment,Spain,False,2,Barcelona,23,43,68,158,2019,03,01
2019-02-25,1,Private room,47844484,Real Bed,57,47844484,Apartment,Spain,False,1,Barcelona,14,14,14,141,2019,02,25
2019-02-17,185,Private room,1697782,Real Bed,18,1697782,Apartment,Spain,True,3,Barcelona,1,14,14,14,2019,02,17
2016-09-12,17,Private room,16717949,Real Bed,65,16717949,House,Portugal,False,6,Porto,30,55,68,292,2016,09,12
2016-03-30,2,Private room,17508976,Real Bed,30,17508976,Apartment,Spain,False,1,Barcelona,0,0,0,0,2016,03,30
2016-10-09,1,Entire home/apt,20870347,Real Bed,85,20870347,Apartment,Canada,False,1,Montreal,0,0,0,0,2016,10,09
2019-02-06,2,Entire home/apt,60006485,Real Bed,132,60006485,Apartment,Turkey,False,2,Istanbul,10,27,57,332,2019,02,06
2019-02-23,48,Entire home/apt,1626797,Real Bed,89,1626797,Guest suite,United States,False,1,New York,21,51,81,356,2019,02,23
2019-02-28,1,Private room,2039014,Real Bed,120,2039014,Apartment,Spain,True,2,Barcelona,30,60,90,207,2019,02,28
2019-03-06,3,Entire home/apt,242932937,Real Bed,31,242932937,Condominium,Canada,False,1,Montreal,1,1,1,1,2019,03,06
2019-02-20,1,Entire home/apt,111808435,Real Bed,167,111808435,Condominium,United States,False,226,New York,0,21,51,237,2019,02,20
2019-02-24,3,Entire home/apt,164576922,Real Bed,416,164576922,Apartment,China,False,6,Hong Kong,19,48,76,351,2019,02,24
2018-06-15,24,Entire home/apt,16705530,Real Bed,175,16705530,Apartment,United States,False,1,New York,0,0,1,89,2018,06,15
2017-08-30,22,Private room,8449363,Real Bed,45,8449363,Apartment,Spain,False,1,Barcelona,15,45,75,350,2017,08,30
2019-01-02,4,Entire home/apt,7665324,Real Bed,151,7665324,Apartment,United States,False,2,New York,0,0,0,71,2019,01,02
2019-01-03,91,Entire home/apt,13154313,Real Bed,28,13154313,Apartment,Portugal,False,1,Porto,13,14,32,38,2019,01,03
2018-12-21,8,Entire home/apt,582060,Real Bed,127,582060,Apartment,Spain,False,36,Barcelona,6,14,14,233,2018,12,21
2019-02-08,261,Entire home/apt,19623160,Real Bed,28,19623160,Apartment,Portugal,False,1,Porto,12,21,27,283,2019,02,08
2019-02-01,85,Entire home/apt,12686518,Real Bed,80,12686518,Apartment,Spain,False,1,Barcelona,1,8,16,85,2019,02,01
2019-02-17,1,Entire home/apt,126307328,Real Bed,316,126307328,Apartment,Turkey,False,4,Istanbul,3,26,47,311,2019,02,17
2019-03-10,1,Entire home/apt,246729480,Real Bed,150,246729480,House,Canada,False,1,Montreal,19,32,61,336,2019,03,10
2019-01-29,41,Entire home/apt,1118742,Real Bed,269,1118742,Condominium,United States,False,28,New York,11,41,71,346,2019,01,29
2019-01-25,20,Private room,20571972,Real Bed,60,20571972,Loft,Canada,False,1,Montreal,0,0,0,0,2019,01,25
2017-05-15,3,Private room,6344759,Real Bed,49,6344759,Apartment,Spain,False,1,Barcelona,28,58,88,88,2017,05,15
2018-12-28,83,Entire home/apt,9743617,Real Bed,129,9743617,Apartment,United States,False,2,New York,13,16,19,259,2018,12,28
2018-08-13,15,Entire home/apt,3693882,Real Bed,165,3693882,Apartment,Canada,False,1,Montreal,12,40,41,271,2018,08,13
2019-02-05,180,Entire home/apt,17232270,Real Bed,832,17232270,Apartment,Hong Kong,False,6,Hong Kong,19,49,79,169,2019,02,05
2016-11-05,11,Private room,21228368,Real Bed,70,21228368,Villa,United States,False,5,New York,0,0,0,65,2016,11,05
2016-11-28,141,Private room,3385103,Real Bed,200,3385103,Apartment,Australia,False,3,Sydney,0,0,0,0,2016,11,28
2017-12-03,64,Private room,1971920,Real Bed,151,1971920,Apartment,Australia,False,1,Sydney,30,60,90,365,2017,12,03
2019-01-02,16,Entire home/apt,15977314,Real Bed,298,15977314,Apartment,Brazil,False,1,Rio De Janeiro,0,30,58,314,2019,01,02
2017-03-01,11,Private room,1624674,Real Bed,160,1624674,Apartment,Brazil,False,3,Rio De Janeiro,20,50,80,354,2017,03,01
2018-12-29,125,Private room,1617817,Real Bed,89,1617817,Apartment,United States,True,1,New York,14,18,27,260,2018,12,29
2019-01-31,1,Entire home/apt,8696288,Real Bed,101,8696288,Apartment,Brazil,False,6,Rio De Janeiro,8,12,12,12,2019,01,31
2019-02-24,1,Entire home/apt,234014088,Real Bed,399,234014088,Apartment,Australia,False,1,Sydney,22,52,82,357,2019,02,24
2019-01-06,16,Entire home/apt,16104112,Real Bed,474,16104112,Apartment,Brazil,False,7,Rio De Janeiro,26,56,86,361,2019,01,06
2019-02-21,55,Private room,16217332,Real Bed,65,16217332,House,United States,True,2,New York,5,26,56,260,2019,02,21
2019-02-28,1,Entire home/apt,240526225,Real Bed,801,240526225,Apartment,Hong Kong,False,8,Hong Kong,0,4,28,28,2019,02,28
2019-02-17,1,Entire home/apt,30703209,Real Bed,1052,30703209,Apartment,Hong Kong,True,6,Hong Kong,5,14,44,44,2019,02,17
2016-10-29,27,Private room,15069940,Real Bed,424,15069940,Apartment,Hong Kong,False,9,Hong Kong,26,47,47,59,2016,10,29
2019-02-06,76,Entire home/apt,7420241,Real Bed,127,7420241,Apartment,Turkey,False,12,Istanbul,23,40,65,315,2019,02,06
2019-02-08,6,Private room,14950844,Real Bed,447,14950844,Apartment,Hong Kong,False,1,Hong Kong,30,60,90,365,2019,02,08
2015-05-19,6,Private room,20033436,Real Bed,250,20033436,Apartment,United States,False,1,New York,30,60,90,365,2015,05,19
2019-01-31,35,Private room,15586744,Real Bed,510,15586744,House,Hong Kong,True,19,Hong Kong,0,0,0,254,2019,01,31
2019-02-23,5,Entire home/apt,222433393,Real Bed,79,222433393,Apartment,Canada,False,12,Montreal,25,55,78,78,2019,02,23
2019-02-09,1,Entire home/apt,238407746,Real Bed,714,238407746,Apartment,Hong Kong,False,1,Hong Kong,0,0,0,0,2019,02,09
2019-02-28,1,Entire home/apt,243107359,Real Bed,400,243107359,Apartment,Spain,False,2,Barcelona,27,57,87,362,2019,02,28
2019-02-24,1,Private room,9350314,Real Bed,24,9350314,Apartment,Spain,False,4,Barcelona,17,47,77,77,2019,02,24
2019-03-04,1,Entire home/apt,227474488,Real Bed,110,227474488,House,Canada,False,5,Montreal,19,41,63,258,2019,03,04
2019-01-28,18,Entire home/apt,16536321,Real Bed,112,16536321,Apartment,Brazil,True,2,Rio De Janeiro,3,33,63,334,2019,01,28
2019-03-01,10,Entire home/apt,20790978,Real Bed,550,20790978,Apartment,Spain,False,19,Barcelona,25,39,59,309,2019,03,01
2018-09-13,97,Entire home/apt,21040539,Real Bed,237,21040539,Apartment,Turkey,False,4,Istanbul,0,0,0,232,2018,09,13
2018-02-13,2,Entire home/apt,21185178,Real Bed,421,21185178,Apartment,Brazil,False,1,Rio De Janeiro,24,54,84,359,2018,02,13
2016-03-30,4,Entire home/apt,21694585,Real Bed,200,21694585,Apartment,Turkey,False,1,Istanbul,30,60,90,365,2016,03,30
2018-01-02,15,Entire home/apt,21759005,Real Bed,100,21759005,Apartment,United States,False,1,New York,0,0,0,0,2018,01,02
2019-02-23,2,Private room,108376861,Real Bed,100,108376861,Bungalow,Australia,False,2,Sydney,30,54,84,85,2019,02,23
2019-02-02,42,Entire home/apt,756093,Real Bed,536,756093,Townhouse,United States,False,95,New York,8,23,41,202,2019,02,02
2019-01-02,93,Entire home/apt,17369966,Real Bed,99,17369966,Condominium,Canada,False,1,Montreal,0,0,0,6,2019,01,02
2016-08-07,12,Entire home/apt,980356,Real Bed,74,980356,Apartment,Canada,True,2,Montreal,0,0,0,15,2016,08,07
2018-04-23,3,Entire home/apt,8800497,Real Bed,269,8800497,Loft,Turkey,False,1,Istanbul,23,53,83,358,2018,04,23
2019-01-02,122,Private room,19597910,Real Bed,125,19597910,House,United States,True,3,New York,17,25,44,299,2019,01,02
2019-02-17,87,Entire home/apt,15775899,Real Bed,150,15775899,Apartment,Spain,False,10,Barcelona,1,2,6,187,2019,02,17
2015-12-19,4,Entire home/apt,21568396,Real Bed,751,21568396,House,Australia,False,1,Sydney,0,0,0,0,2015,12,19
2019-02-09,113,Private room,1172202,Real Bed,50,1172202,House,United States,False,3,New York,8,23,43,43,2019,02,09
2019-03-06,2,Private room,97691587,Real Bed,18,97691587,Bed and breakfast,Spain,False,2,Barcelona,9,17,39,77,2019,03,06
2019-02-07,2,Entire home/apt,11628655,Real Bed,448,11628655,Apartment,Turkey,False,3,Istanbul,6,11,26,297,2019,02,07
2018-02-13,10,Private room,1603013,Real Bed,149,1603013,Apartment,Brazil,False,1,Rio De Janeiro,20,50,80,355,2018,02,13
2019-02-16,1,Entire home/apt,235347809,Real Bed,440,235347809,Apartment,China,False,16,Hong Kong,29,56,86,86,2019,02,16
2018-04-25,10,Entire home/apt,17450600,Real Bed,52,17450600,Apartment,Portugal,True,2,Porto,0,0,0,0,2018,04,25
2019-01-03,25,Entire home/apt,18032197,Real Bed,100,18032197,Apartment,United States,True,1,New York,0,0,0,0,2019,01,03
2019-01-27,85,Entire home/apt,10716263,Real Bed,250,10716263,Serviced apartment,Brazil,True,10,Rio De Janeiro,9,24,46,126,2019,01,27
2019-02-11,62,Entire home/apt,582060,Real Bed,130,582060,Apartment,Spain,False,36,Barcelona,2,4,13,220,2019,02,11
2019-01-27,2,Private room,99299723,Real Bed,400,99299723,Guest suite,Hong Kong,False,1,Hong Kong,0,0,0,0,2019,01,27
2019-02-07,1,Entire home/apt,36113926,Real Bed,98,36113926,Apartment,Spain,False,1,Barcelona,2,12,22,107,2019,02,07
2019-02-27,2,Entire home/apt,242573769,Real Bed,250,242573769,House,United States,False,1,New York,18,18,18,18,2019,02,27
2019-02-16,1,Shared room,240872335,Real Bed,43,240872335,House,United States,False,5,New York,30,60,90,365,2019,02,16
2019-03-03,3,Private room,243811282,Real Bed,298,243811282,Hotel,Hong Kong,False,5,Hong Kong,22,42,71,343,2019,03,03
2019-01-03,59,Entire home/apt,16655607,Real Bed,119,16655607,Apartment,Brazil,False,2,Rio De Janeiro,6,26,56,317,2019,01,03
2015-10-08,15,Entire home/apt,168417,Real Bed,121,168417,Apartment,United States,False,2,New York,29,50,80,355,2015,10,08
2018-01-02,4,Entire home/apt,16164025,Real Bed,205,16164025,Apartment,Brazil,False,4,Rio De Janeiro,19,49,79,354,2018,01,02
2019-01-11,36,Private room,6361579,Real Bed,597,6361579,Apartment,Hong Kong,False,13,Hong Kong,16,46,76,98,2019,01,11
2019-01-25,4,Private room,232028354,Real Bed,37,232028354,Townhouse,Australia,False,22,Sydney,6,6,6,6,2019,01,25
2019-02-19,8,Private room,30591643,Real Bed,85,30591643,Apartment,Spain,False,2,Barcelona,2,22,52,142,2019,02,19
2019-02-03,1,Entire home/apt,55708220,Real Bed,237,55708220,Apartment,Turkey,False,1,Istanbul,16,46,76,166,2019,02,03
2019-02-25,5,Private room,39989776,Real Bed,447,39989776,Boutique hotel,Hong Kong,False,18,Hong Kong,28,56,86,86,2019,02,25
2019-03-01,1,Private room,240567676,Real Bed,80,240567676,Apartment,Spain,False,5,Barcelona,7,29,59,269,2019,03,01
2019-02-24,1,Entire home/apt,12471084,Real Bed,777,12471084,Apartment,Hong Kong,False,4,Hong Kong,0,0,0,198,2019,02,24
2019-02-03,248,Private room,2475490,Real Bed,148,2475490,Apartment,Turkey,False,4,Istanbul,17,42,58,86,2019,02,03
2019-01-20,65,Private room,406989,Real Bed,168,406989,House,Brazil,True,7,Rio De Janeiro,8,38,68,343,2019,01,20
2017-08-02,4,Entire home/apt,17005296,Real Bed,1190,17005296,Loft,Canada,False,7,Montreal,0,9,39,314,2017,08,02
2015-12-21,1,Entire home/apt,16741283,Real Bed,2083,16741283,Bed and breakfast,Turkey,False,3,Istanbul,30,60,90,365,2015,12,21
2019-03-07,229,Private room,152232,Real Bed,40,152232,Bed and breakfast,Spain,True,4,Barcelona,3,11,14,237,2019,03,07
2018-11-05,124,Entire home/apt,2747656,Real Bed,200,2747656,Apartment,Turkey,False,5,Istanbul,9,30,60,335,2018,11,05
2018-05-14,12,Entire home/apt,2076525,Real Bed,125,2076525,Apartment,United States,False,8,New York,17,27,57,146,2018,05,14
2016-12-01,38,Private room,1820721,Real Bed,78,1820721,Apartment,Brazil,False,2,Rio De Janeiro,24,54,84,356,2016,12,01
2018-05-25,7,Entire home/apt,20364466,Real Bed,117,20364466,Apartment,United States,False,1,New York,0,0,0,0,2018,05,25
2019-01-02,28,Private room,7580038,Real Bed,39,7580038,Apartment,United States,True,3,New York,25,46,66,327,2019,01,02
2016-08-15,4,Private room,20717069,Real Bed,60,20717069,Apartment,Spain,False,1,Barcelona,30,60,90,365,2016,08,15
2018-10-29,134,Entire home/apt,5469501,Real Bed,1217,5469501,Apartment,Hong Kong,False,4,Hong Kong,0,0,0,69,2018,10,29
2018-08-25,9,Entire home/apt,2558754,Real Bed,200,2558754,Apartment,Canada,False,2,Montreal,30,60,90,357,2018,08,25
2014-09-01,1,Entire home/apt,17839489,Real Bed,40,17839489,Apartment,Canada,False,1,Montreal,0,0,0,0,2014,09,01
2017-12-18,24,Entire home/apt,4414904,Real Bed,298,4414904,Apartment,Hong Kong,False,9,Hong Kong,25,51,78,353,2017,12,18
2019-02-15,106,Entire home/apt,20133947,Real Bed,240,20133947,House,United States,False,11,New York,12,34,52,279,2019,02,15
2019-02-20,48,Entire home/apt,3097631,Real Bed,120,3097631,Loft,United States,False,1,New York,20,43,59,238,2019,02,20
2018-12-24,110,Entire home/apt,8364280,Real Bed,261,8364280,Condominium,Brazil,False,13,Rio De Janeiro,5,12,22,275,2018,12,24
2019-01-05,60,Entire home/apt,4164658,Real Bed,227,4164658,Apartment,Turkey,False,4,Istanbul,5,31,61,336,2019,01,05
2018-12-31,1,Entire home/apt,21131586,Real Bed,127,21131586,Apartment,Brazil,False,2,Rio De Janeiro,21,51,81,356,2018,12,31
2018-02-27,28,Entire home/apt,17938595,Real Bed,99,17938595,Apartment,Canada,False,1,Montreal,0,0,0,0,2018,02,27
2019-02-11,152,Entire home/apt,14040,Real Bed,79,14040,Guest suite,United States,False,3,New York,3,17,35,210,2019,02,11
2019-02-24,85,Private room,17686527,Real Bed,50,17686527,Apartment,Canada,True,1,Montreal,0,0,0,205,2019,02,24
2017-08-02,8,Entire home/apt,1335736,Real Bed,299,1335736,House,United States,False,1,New York,17,18,18,254,2017,08,02
2016-03-08,1,Entire home/apt,387422,Real Bed,148,387422,Apartment,Canada,False,73,Montreal,0,30,60,335,2016,03,08
2019-02-02,101,Private room,17462748,Real Bed,77,17462748,Apartment,United States,False,5,New York,0,4,25,86,2019,02,02
2019-01-02,18,Entire home/apt,22163622,Real Bed,46,22163622,Apartment,Canada,False,1,Montreal,0,0,0,130,2019,01,02
2019-02-18,50,Entire home/apt,13508451,Real Bed,250,13508451,House,United States,False,4,New York,6,28,50,308,2019,02,18
2018-12-07,83,Entire home/apt,22009089,Real Bed,280,22009089,Apartment,United States,False,1,New York,28,58,88,307,2018,12,07
2018-07-27,18,Private room,2108468,Real Bed,200,2108468,Aparthotel,Spain,False,11,Barcelona,4,8,14,160,2018,07,27
2019-03-03,6,Entire home/apt,7838761,Real Bed,399,7838761,House,United States,False,1,New York,26,50,80,355,2019,03,03
2018-01-22,8,Entire home/apt,3837605,Real Bed,699,3837605,Apartment,Hong Kong,False,1,Hong Kong,0,0,0,0,2018,01,22
2018-09-23,3,Entire home/apt,4676890,Real Bed,70,4676890,Condominium,Portugal,False,1,Porto,0,0,0,230,2018,09,23
2015-09-28,1,Entire home/apt,2387891,Real Bed,295,2387891,Apartment,Turkey,False,1,Istanbul,10,34,64,154,2015,09,28
2019-03-03,49,Shared room,4719183,Real Bed,30,4719183,Condominium,United States,False,19,New York,2,17,37,37,2019,03,03
2018-08-07,10,Entire home/apt,22588245,Real Bed,64,22588245,Apartment,Canada,False,1,Montreal,0,0,0,0,2018,08,07
2019-02-28,150,Entire home/apt,18023859,Real Bed,115,18023859,Loft,United States,True,2,New York,5,24,50,315,2019,02,28
2016-10-31,16,Entire home/apt,10713906,Real Bed,1192,10713906,Apartment,Turkey,False,2,Istanbul,30,60,90,365,2016,10,31
2019-02-13,108,Entire home/apt,8659738,Real Bed,120,8659738,Apartment,United States,False,2,New York,13,21,27,229,2019,02,13
2018-11-27,12,Entire home/apt,11936605,Real Bed,60,11936605,Apartment,Spain,False,2,Barcelona,0,2,4,228,2018,11,27
2019-02-17,173,Entire home/apt,22661286,Real Bed,110,22661286,Townhouse,United States,True,1,New York,18,37,61,150,2019,02,17
2018-08-08,2,Entire home/apt,8691251,Real Bed,250,8691251,House,Canada,False,2,Montreal,0,0,0,0,2018,08,08
2019-01-14,164,Entire home/apt,5680245,Real Bed,801,5680245,Apartment,Hong Kong,False,2,Hong Kong,8,26,56,60,2019,01,14
2018-12-14,45,Entire home/apt,2105276,Real Bed,150,2105276,Apartment,United States,False,1,New York,30,60,90,365,2018,12,14
2018-08-12,1,Entire home/apt,21886798,Couch,75,21886798,Apartment,United States,False,1,New York,0,0,0,0,2018,08,12
2019-02-18,101,Entire home/apt,23079066,Real Bed,239,23079066,Condominium,United States,False,1,New York,4,7,23,221,2019,02,18
2019-01-31,179,Entire home/apt,23002099,Real Bed,64,23002099,House,United States,True,1,New York,0,8,22,259,2019,01,31
2019-02-24,143,Entire home/apt,20508734,Real Bed,1178,20508734,Apartment,Hong Kong,False,1,Hong Kong,6,15,26,138,2019,02,24
2019-02-17,59,Entire home/apt,9502321,Real Bed,140,9502321,Bungalow,United States,False,1,New York,13,43,73,348,2019,02,17
2019-03-06,204,Entire home/apt,23114689,Real Bed,887,23114689,Apartment,Hong Kong,False,2,Hong Kong,6,7,21,21,2019,03,06
2018-02-14,26,Entire home/apt,22865625,Real Bed,295,22865625,Villa,United States,False,1,New York,0,0,0,217,2018,02,14
2016-09-05,2,Entire home/apt,12253922,Real Bed,95,12253922,Apartment,Australia,False,1,Sydney,0,0,0,0,2016,09,05
2019-02-24,116,Entire home/apt,9443322,Pull-out Sofa,550,9443322,Apartment,Hong Kong,False,5,Hong Kong,7,23,53,208,2019,02,24
2019-03-03,140,Entire home/apt,21396900,Real Bed,300,21396900,Apartment,Australia,False,1,Sydney,20,50,80,352,2019,03,03
2019-01-02,47,Entire home/apt,11594621,Real Bed,220,11594621,Apartment,Australia,False,2,Sydney,12,42,72,302,2019,01,02
2018-10-28,95,Entire home/apt,16467032,Real Bed,135,16467032,Apartment,United States,False,1,New York,0,0,0,0,2018,10,28
2018-06-18,33,Private room,6039361,Real Bed,377,6039361,Apartment,Hong Kong,False,1,Hong Kong,28,49,79,169,2018,06,18
2019-02-07,120,Entire home/apt,15151058,Real Bed,131,15151058,Loft,Brazil,False,2,Rio De Janeiro,6,13,19,270,2019,02,07
2019-02-27,67,Entire home/apt,483893,Real Bed,299,483893,Apartment,United States,False,3,New York,6,20,43,257,2019,02,27
2019-02-17,48,Entire home/apt,20865630,Real Bed,84,20865630,Cottage,United States,False,11,New York,16,37,67,336,2019,02,17
2019-03-06,171,Entire home/apt,2058986,Real Bed,97,2058986,Guest suite,Australia,True,1,Sydney,2,20,50,122,2019,03,06
2018-07-12,14,Private room,23095766,Real Bed,105,23095766,Apartment,Turkey,False,1,Istanbul,30,60,90,365,2018,07,12
2019-02-19,255,Entire home/apt,19059657,Real Bed,83,19059657,Loft,Canada,True,2,Montreal,16,34,50,50,2019,02,19
2019-01-14,14,Entire home/apt,1495162,Real Bed,623,1495162,House,Australia,False,1,Sydney,23,53,83,264,2019,01,14
2019-03-03,241,Private room,2180698,Real Bed,77,2180698,Condominium,United States,True,1,New York,10,24,41,306,2019,03,03
